path,label,pca_features
s3://p9-compartiment/Test_aws/Grape White 4/19_100.jpg,Grape White 4,"[5.045229911804199, -3.210319995880127, -4.2403106689453125, 2.8321189880371094, 8.391773223876953, 4.4104132652282715, -4.328446388244629, 4.137246608734131, -0.16257816553115845, -4.654618263244629, -1.8892251253128052, 2.956195116043091, 0.7890764474868774, 2.9699044227600098, 0.025734733790159225, 2.5162205696105957, 1.7973568439483643, 1.9364138841629028, -0.8053578734397888, -0.9257317781448364, -0.7641085386276245, -4.666128635406494, -5.621417045593262, 2.0957608222961426, 2.5488314628601074, -1.4875236749649048, -0.9029964208602905, -1.9648832082748413, -0.8859514594078064, -1.7491551637649536, 0.7501972317695618, 0.36214637756347656, 0.9128522276878357, -2.0748512744903564, 0.3432941138744354, 1.5076298713684082, -0.8615166544914246, -3.4793879985809326, -3.614135265350342, 0.174687460064888, 1.8899601697921753, -1.484276294708252, 2.31410813331604, -0.9024736881256104, 2.3809850215911865, -0.3835829794406891, -2.482013702392578, -2.9480490684509277, -1.4447799921035767, 0.0014645883347839117, -0.2369173914194107, 3.4609732627868652, -2.1446380615234375, 0.362738698720932, 0.2975037693977356, 0.9041284322738647, -0.4682497978210449, 0.932655394077301, -1.3114429712295532, 0.0420503169298172, -1.3002697229385376, -0.46675047278404236, 0.7276618480682373, -0.3504418432712555, -0.17151741683483124, -1.5184510946273804, 0.41936659812927246, 1.3705689907073975, 2.2756989002227783, 1.1132292747497559, 0.6747725605964661, 0.6424622535705566, -1.1629103422164917, 0.6680749654769897, 0.19813783466815948, -1.1996352672576904, 3.0168569087982178, 0.2573188543319702, 0.373005211353302, -2.252124071121216, 0.8621525168418884, 0.7744948267936707, -2.8484878540039062, 1.0346652269363403, 1.8034641742706299, 0.6557157635688782, 1.1078075170516968, -0.6024943590164185, 0.5788447856903076, -1.1955522298812866, -0.9451442956924438, -1.4563875198364258, 2.147798776626587]"
s3://p9-compartiment/Test_aws/Grape Blue/110_100.jpg,Grape Blue,"[1.516796350479126, -15.330010414123535, -14.71152400970459, 6.764452934265137, 10.492072105407715, 4.906064987182617, -2.9564871788024902, 5.853625774383545, -0.19392485916614532, 5.033051490783691, 0.15803872048854828, 5.987090110778809, 2.8688364028930664, 2.653378486633301, -5.090140342712402, 7.1930155754089355, 3.4616730213165283, 4.200469970703125, 7.143431186676025, -4.693908214569092, -3.6915385723114014, -0.6253988742828369, -2.9501659870147705, -3.846203565597534, 0.8970396518707275, -7.9115986824035645, -2.712477684020996, 2.765326738357544, -1.0765424966812134, 0.9523659944534302, -0.9087870717048645, -3.214930534362793, 2.8226943016052246, -0.47053101658821106, 1.6691453456878662, -2.2758476734161377, 0.358646959066391, 0.45178303122520447, -0.12826545536518097, -3.7586112022399902, -0.46046024560928345, -2.540245294570923, 6.154080390930176, -0.22218456864356995, 4.094443321228027, 1.1775004863739014, -0.5108695030212402, 0.5097083449363708, -1.4213331937789917, -0.5572056174278259, -2.798988103866577, 6.264379501342773, -2.571216583251953, -0.9320328831672668, 1.956254005432129, 0.6987471580505371, 1.3629528284072876, -0.41855764389038086, -0.9041582345962524, -0.017788222059607506, 0.44499242305755615, -1.2684346437454224, 0.5786645412445068, -3.7657430171966553, -0.2363949716091156, 1.2155410051345825, 2.1154658794403076, 1.7371388673782349, -0.30472850799560547, 0.9126645922660828, 3.1398956775665283, -2.339653491973877, 1.547098159790039, 0.4566669166088104, -0.7534049153327942, -0.6669366359710693, 2.700058937072754, 1.7707456350326538, 2.290863037109375, -2.041879177093506, 1.3446910381317139, -1.5756433010101318, 0.48874592781066895, -0.6163255572319031, -1.646286129951477, 0.08071093261241913, -0.15903379023075104, 4.373257160186768, 0.3976864814758301, -0.68606036901474, -1.636666178703308, -3.30535888671875, -1.0374573469161987]"
s3://p9-compartiment/Test_aws/Corn Husk/r_14_100.jpg,Corn Husk,"[-25.718849182128906, -3.6113650798797607, 22.62459945678711, 9.89052677154541, 7.812326908111572, 9.481742858886719, -5.177673816680908, -1.5097382068634033, 13.062460899353027, 3.04190731048584, -3.2584540843963623, 8.179347038269043, 8.042852401733398, -7.0665788650512695, 4.629390716552734, -4.963887691497803, 0.08820786327123642, -5.158682346343994, -5.552434921264648, -8.519390106201172, 2.6670713424682617, -3.3592491149902344, 2.0777549743652344, -2.4132697582244873, -9.436114311218262, 11.100728034973145, -5.104852199554443, 2.78841495513916, -1.9694874286651611, 3.0303356647491455, -6.958109378814697, -4.2237677574157715, -2.6237399578094482, -9.02907943725586, 5.792821884155273, -0.27749380469322205, -0.96912682056427, 4.042486190795898, -4.774744033813477, 0.4108472764492035, 6.598063945770264, 3.6731197834014893, 0.012188517488539219, 0.5496339797973633, -3.3360958099365234, -1.7727841138839722, 1.0218099355697632, 0.7016313076019287, 2.552210807800293, -0.11736203730106354, 4.715545654296875, 1.3039346933364868, -1.2332632541656494, 5.273111343383789, 0.8866357207298279, -2.717348337173462, -2.5538692474365234, 3.37988543510437, 0.5195907354354858, 4.299181938171387, 4.4294891357421875, 3.929767370223999, -2.778931140899658, 3.35469651222229, 1.203987717628479, 3.258800506591797, 1.2162431478500366, 0.0658780187368393, 2.373847246170044, 6.333051681518555, 4.090381622314453, 2.2413408756256104, 1.7514194250106812, 3.037982702255249, 0.4360675811767578, 0.591671884059906, 0.5388498902320862, -1.1468578577041626, 3.4327399730682373, -2.2324297428131104, 1.4425547122955322, -2.7083754539489746, 0.8950905799865723, 1.1591439247131348, -0.6195804476737976, -0.16398917138576508, 0.3472130298614502, -3.104484796524048, 1.0148814916610718, -0.7319898009300232, 5.321127891540527, -4.144323825836182, 4.7166900634765625]"
s3://p9-compartiment/Test_aws/Cocos/r_262_100.jpg,Cocos,"[-12.340920448303223, 8.866754531860352, -10.767326354980469, -0.18316586315631866, -0.810333788394928, 5.108071327209473, 9.870979309082031, 4.599658012390137, 4.353875160217285, -1.645998239517212, 2.928293466567993, -2.4710283279418945, -9.750227928161621, -0.30647459626197815, 2.49416184425354, -0.8311382532119751, -1.6853315830230713, -2.2954370975494385, 0.672627329826355, 5.05147647857666, 5.707248210906982, -3.255819320678711, -2.4579102993011475, 0.2987993657588959, 1.519854187965393, 1.079470157623291, -5.822890758514404, 3.776113986968994, 2.8548617362976074, 2.2290735244750977, 1.979648470878601, 1.0035344362258911, 0.2490420937538147, 2.532895565032959, 2.1103079319000244, 0.20640797913074493, 0.7260978817939758, 2.352381944656372, -2.260087490081787, -1.1923494338989258, 3.3064167499542236, 0.8066036105155945, 0.3036235272884369, -1.0694200992584229, 0.5240169167518616, 0.7497815489768982, -2.5972797870635986, -0.4052240550518036, 4.092598915100098, -0.5573697686195374, 2.622818946838379, 1.7434102296829224, -0.8903224468231201, -2.5444467067718506, 0.023305406793951988, -1.5379362106323242, 0.2713160812854767, -3.014906883239746, 0.5061895847320557, 0.4745684266090393, 1.8078422546386719, 0.11901861429214478, 4.75497579574585, 1.9126843214035034, 3.1521875858306885, 1.74660325050354, 1.5859136581420898, -0.953935980796814, 1.910606861114502, 3.937736988067627, 0.6049238443374634, 0.8870738744735718, -2.656569004058838, -4.6926398277282715, 0.35751742124557495, -0.34646403789520264, -0.31448790431022644, -0.1702144742012024, -0.006548004224896431, 3.716095209121704, -2.1712679862976074, -0.2940964102745056, 5.48010778427124, 1.9510612487792969, 0.954503059387207, -2.2902419567108154, 3.4744741916656494, -1.5402543544769287, -2.2656760215759277, 1.7311689853668213, -0.9596962928771973, 1.2272591590881348, -5.579561710357666]"
s3://p9-compartiment/Test_aws/Pineapple Mini/r_77_100.jpg,Pineapple Mini,"[-13.590944290161133, 6.5411152839660645, -0.31903472542762756, -20.987346649169922, 3.7449581623077393, 5.549802780151367, 9.795955657958984, -4.694900035858154, 5.409603118896484, -2.920037031173706, 8.234485626220703, 5.04921293258667, 3.229278802871704, -4.209333419799805, -2.8537166118621826, 4.577367782592773, -1.0715861320495605, 3.519834041595459, 2.394669771194458, 0.5779063105583191, 5.241075038909912, 3.8191261291503906, -1.3710029125213623, 0.2864421606063843, -1.6607509851455688, -2.145383596420288, -2.1988160610198975, 2.4325318336486816, 1.5778907537460327, -2.3328983783721924, -2.9092493057250977, -2.561936378479004, -1.5703709125518799, 1.1311720609664917, -1.8007477521896362, 2.763359308242798, -3.9075374603271484, 0.2910486161708832, -1.491829514503479, 1.4552879333496094, -1.3660802841186523, 2.562443494796753, 2.0157206058502197, 3.8414344787597656, 2.6209781169891357, -0.5112440586090088, -3.132485866546631, -0.8279892802238464, -4.97202205657959, -0.04124458134174347, 2.757685661315918, -0.03534352034330368, 0.5018453598022461, 5.186034202575684, -2.5948617458343506, 0.7480103373527527, -2.1140787601470947, 0.13504409790039062, -0.07691966742277145, -0.6148297190666199, -3.279784917831421, -0.264361172914505, 4.5111188888549805, -5.271411418914795, 0.8699309825897217, -4.534235954284668, 1.6610347032546997, -2.1363742351531982, 6.900915622711182, 0.6394195556640625, 0.19395805895328522, -2.694384813308716, 0.9996420741081238, -0.6044828295707703, -1.0602643489837646, 2.971254825592041, -3.521541118621826, -0.8143998980522156, -0.8705141544342041, 0.9468567371368408, -4.479115962982178, 0.2523830533027649, 1.7527148723602295, 3.7513511180877686, -0.6063185334205627, -2.722107410430908, 1.5358860492706299, 0.3824683725833893, 0.6834340691566467, 1.7740155458450317, -0.9861305356025696, -0.44951218366622925, -1.180206298828125]"
s3://p9-compartiment/Test_aws/Cantaloupe 1/r_285_100.jpg,Cantaloupe 1,"[4.881344318389893, 9.04078197479248, 3.859302520751953, -2.2255733013153076, 8.208642959594727, 0.23942208290100098, 6.697685718536377, 2.395768880844116, -1.7364023923873901, 6.588321685791016, -2.3084022998809814, -2.2189037799835205, -4.803602695465088, -0.4436282515525818, 0.932479202747345, -1.0055290460586548, 0.39784711599349976, 0.4463600814342499, 3.237186908721924, 1.2269692420959473, -0.9246915578842163, -1.9696115255355835, 0.8746188282966614, 3.7103254795074463, -2.9066531658172607, 0.4946014881134033, 1.7646437883377075, -1.327470302581787, -3.044503688812256, 0.6058564782142639, 0.072178415954113, -2.7005159854888916, -6.19620943069458, -0.10957100242376328, -0.11611989140510559, 0.36982810497283936, -3.7248692512512207, 0.2964494824409485, 0.6219732761383057, -1.124348521232605, -2.7751495838165283, 0.38643571734428406, 0.9627118706703186, -0.5437394380569458, 1.8388482332229614, 1.7625538110733032, -1.3462849855422974, 0.8696303367614746, -0.16191783547401428, -0.18710626661777496, -1.1559852361679077, 3.608875274658203, -0.8398836851119995, 0.5651283860206604, -1.8299822807312012, -2.6278114318847656, -2.5301830768585205, -4.186740398406982, 0.249138742685318, 1.2077316045761108, -0.6884233355522156, 2.1667659282684326, -0.19635702669620514, 1.8441107273101807, -3.73785662651062, -1.7809149026870728, 0.20533117651939392, -0.4748118817806244, -0.5247563719749451, -0.373808354139328, -0.5495480298995972, 1.4815832376480103, 1.663984775543213, -0.196600079536438, 2.1025338172912598, 0.034725647419691086, -1.492768406867981, -0.8261115550994873, 0.3648504316806793, 0.21662577986717224, -0.7726732492446899, -1.6926077604293823, 0.08348690718412399, -0.03738996386528015, -1.7319831848144531, 0.010538035072386265, -1.188585877418518, 2.026685953140259, 2.451950788497925, 0.34813907742500305, -3.3370418548583984, 0.7863384485244751, 0.3896943926811218]"
s3://p9-compartiment/Test_aws/Raspberry/r_123_100.jpg,Raspberry,"[1.4923560619354248, 1.529904842376709, -0.7320052981376648, -13.039011001586914, -7.182673931121826, 5.747169494628906, -2.9882993698120117, -3.5421671867370605, 9.129603385925293, 3.3855738639831543, -1.8178730010986328, -0.12686695158481598, -10.536322593688965, -0.7839865684509277, -1.9792537689208984, -2.168060779571533, -1.3183618783950806, 0.8060436248779297, 2.6788089275360107, -3.5417237281799316, -4.504364967346191, 0.5447630286216736, -6.398674964904785, -1.883626937866211, -4.005945682525635, -1.406083106994629, -0.3130693733692169, 2.0436980724334717, -1.2481188774108887, -2.585315704345703, 2.326716899871826, 0.4808937609195709, -1.560697317123413, -2.524460792541504, -2.662424325942993, -3.097501039505005, -0.5078327655792236, -1.5440633296966553, -1.2489264011383057, 0.08442311733961105, -1.5611463785171509, 0.7446281909942627, -3.7215733528137207, 2.126915216445923, -1.4539138078689575, 1.9855222702026367, 2.631657838821411, -2.087066411972046, -1.2688755989074707, -0.9402486681938171, -2.2121384143829346, -0.08198147267103195, 1.4382684230804443, -0.5911328792572021, -2.8432087898254395, -0.0034555543679744005, 1.5376129150390625, 0.6049315929412842, 1.0319914817810059, 0.2325243204832077, -0.19478072226047516, 0.7246586084365845, -0.38170325756073, 0.5287572741508484, 1.821144461631775, -0.809171736240387, 2.5464656352996826, 1.3342328071594238, 1.3994466066360474, 0.2012677788734436, -1.2024697065353394, -1.9026594161987305, 1.7498520612716675, 1.0382821559906006, -1.0746909379959106, -1.0672379732131958, -1.2433226108551025, 0.7078210115432739, -0.4215167164802551, -0.6167963743209839, 0.6895237565040588, -1.8034418821334839, -0.20555822551250458, 0.16227476298809052, 1.3167297840118408, -2.2574453353881836, 0.6976165771484375, 1.0390499830245972, 0.258048951625824, -0.1274738609790802, 0.6126010417938232, -2.156920909881592, 0.45370110869407654]"
s3://p9-compartiment/Test_aws/Limes/97_100.jpg,Limes,"[5.248421669006348, 12.142477989196777, 0.16853240132331848, -4.086867809295654, 5.148411750793457, 1.1249314546585083, -4.21039342880249, 0.6023243069648743, -1.5956164598464966, 6.221389293670654, -4.421382904052734, 3.364158868789673, -0.4483616054058075, 1.7000864744186401, -4.070068836212158, 0.8216449022293091, -0.38076910376548767, -4.101194858551025, 2.2941787242889404, 0.36326295137405396, -0.021213209256529808, 1.1306759119033813, 4.4677510261535645, 0.36238837242126465, -0.6829625368118286, -3.26465106010437, 2.375882625579834, -1.3079824447631836, -3.2904646396636963, 1.3811774253845215, 4.356470108032227, -0.2852703332901001, -1.4598257541656494, -0.12271393835544586, 0.5514804124832153, 0.7490063309669495, 3.1122801303863525, -1.4895299673080444, -0.2040652334690094, 3.2786405086517334, 3.0302038192749023, -1.661504864692688, 0.3364671766757965, 1.4287408590316772, -0.29536697268486023, -2.3184304237365723, -0.5254074335098267, -0.7294167876243591, -0.2871648967266083, 0.5192890763282776, 0.02421831712126732, -3.619028091430664, -1.1316072940826416, 2.3717706203460693, -2.644894599914551, 0.8273964524269104, 1.5358741283416748, 1.7350226640701294, -2.4599697589874268, 1.8435699939727783, 0.19548799097537994, 2.2968623638153076, 1.6146137714385986, 1.1097121238708496, 1.1522375345230103, -1.7417253255844116, 0.4317241311073303, 1.9551019668579102, -0.19347482919692993, -0.4189337491989136, 1.4627153873443604, 0.7662135362625122, -0.9263027310371399, 0.3633474111557007, -0.39111924171447754, -2.2843801975250244, 0.047494128346443176, -1.0694165229797363, -3.660464286804199, 1.2020825147628784, 2.2401516437530518, -0.47227150201797485, 4.449235439300537, -1.1529191732406616, -0.26890718936920166, 1.4055460691452026, -0.27149853110313416, -3.181135416030884, -2.7439098358154297, 1.2841510772705078, -2.3420915603637695, -1.9436957836151123, -0.57073575258255]"
s3://p9-compartiment/Test_aws/Huckleberry/r_177_100.jpg,Huckleberry,"[-7.920271873474121, -9.875770568847656, -7.672435283660889, -5.087923049926758, 6.429305076599121, -10.631341934204102, -8.6921968460083, -4.297386646270752, 0.8018329739570618, 4.7405548095703125, -7.93933629989624, 8.555788040161133, -2.527496814727783, 4.9833903312683105, -5.481109619140625, -6.211549758911133, 3.0714118480682373, -5.824385166168213, -1.267208218574524, -2.139432907104492, -1.4811372756958008, -3.293768882751465, 6.1522979736328125, -5.407894611358643, 1.0967587232589722, 0.5661256313323975, -1.852242350578308, -9.15511417388916, -0.18803775310516357, -4.716099262237549, 0.4578167796134949, 2.1063408851623535, 3.441056728363037, 2.925638198852539, 0.319007933139801, 1.7373292446136475, 3.388185739517212, 0.4528837203979492, 1.9838283061981201, 4.359213352203369, -0.20534658432006836, -3.589036464691162, -3.5393548011779785, 2.570504665374756, 0.1833948940038681, 0.6909019947052002, -1.863571286201477, 0.8891227841377258, 2.5389225482940674, 4.6896233558654785, 0.1250423640012741, 3.145770311355591, -0.12032830715179443, 6.431393623352051, -5.08870267868042, -3.767970323562622, -4.6370768547058105, 3.403289556503296, -1.1626784801483154, 4.351689338684082, 2.0529754161834717, 1.9038575887680054, -1.9720895290374756, -5.805179595947266, 5.473745822906494, 2.148590564727783, 0.8339143991470337, 2.852931499481201, -1.232216715812683, -4.755812168121338, 3.901292085647583, 0.17127695679664612, 1.0250251293182373, -2.4053304195404053, -0.19302186369895935, -1.3627746105194092, -0.7982211709022522, 1.177975058555603, -0.18537546694278717, 1.2216131687164307, 1.8683521747589111, -0.4309377372264862, -2.0227506160736084, 2.1426331996917725, 1.2840685844421387, 2.1188318729400635, 2.30867075920105, 1.3942726850509644, -0.9424321055412292, -0.7708819508552551, -2.3860270977020264, 0.1391693502664566, 0.7848689556121826]"
s3://p9-compartiment/Test_aws/Guava/r_306_100.jpg,Guava,"[4.019565582275391, 10.769183158874512, -4.259574890136719, 1.4892909526824951, 4.751424312591553, -0.6453613042831421, 3.0058722496032715, -0.04602465778589249, 0.8460398316383362, 1.9261008501052856, -6.636751174926758, -0.2145778238773346, 1.4734926223754883, -1.4109450578689575, -1.9554451704025269, 0.43116745352745056, -1.7283936738967896, -1.9276025295257568, -1.1900745630264282, 1.83217191696167, -0.8846552968025208, -0.9204242825508118, 2.844127655029297, 4.85379695892334, -1.2475640773773193, -1.9001402854919434, 2.768338918685913, -2.9197497367858887, -1.5850887298583984, -0.903479278087616, -0.8429925441741943, 0.6017189621925354, -0.7664635181427002, -1.6683495044708252, -0.48307475447654724, -1.755446195602417, 0.3697659969329834, -3.281900644302368, 0.6612903475761414, 1.0918134450912476, 2.066502094268799, -0.4573360085487366, 0.008638700470328331, -0.7465966939926147, -1.9298923015594482, -2.441422700881958, 0.2865987718105316, -0.9359157085418701, -0.11642707139253616, 2.1784327030181885, 1.2436565160751343, -1.8746919631958008, -0.4844808876514435, -0.610334038734436, -0.028321366757154465, -0.5854864716529846, 0.9360594749450684, -0.8947827816009521, -1.7940057516098022, -1.7612404823303223, -0.28895503282546997, 1.7773061990737915, 1.8925068378448486, 0.5092048645019531, -0.7762642502784729, -1.807519793510437, 0.6648629903793335, -0.7376493215560913, 0.14012952148914337, -0.996415913105011, 1.8162128925323486, 1.7292958498001099, 1.8665528297424316, 0.3073362410068512, -0.6936564445495605, -0.23205873370170593, -0.5711035132408142, 0.7786282896995544, 0.9568053483963013, -0.9769295454025269, -0.10092046856880188, 0.253813773393631, -0.33832472562789917, -1.2149118185043335, 0.7401246428489685, -0.6783209443092346, 2.3839993476867676, 1.2430269718170166, -1.6415916681289673, -1.7428170442581177, 0.6902050971984863, -1.5174953937530518, -0.39575931429862976]"
